,sensor,agg,axis,feature_name,fi_all,fi_dynamic,fi_standing,fi_sitting,fi_laying,fi_walking,fi_walking_up,fi_walking_down
239,tBodyGyroMag,mean(),,tBodyGyroMag-mean(),0.00014409368067813888,0.0,0.00742807898537992,0.0006004774141632373,1.1658894070619581e-05,0.00020605168019629654,0.0026917459223006423,0.0026917459223006423
240,tBodyGyroMag,std(),,tBodyGyroMag-std(),0.0002356705572315088,0.0,0.00021393503217628497,0.0006606848819244637,1.5592585447921684e-05,0.00013625593877703712,0.00039176212244400115,0.00039176212244400115
241,tBodyGyroMag,mad(),,tBodyGyroMag-mad(),0.0003459990009114491,0.0,0.00020087650623055946,0.0004649543690651806,0.0001779338142940806,9.867600153477719e-05,0.00019917383576597284,0.00019917383576597284
242,tBodyGyroMag,max(),,tBodyGyroMag-max(),0.00019721931317912773,0.0,0.00020578228025405253,0.0006223789732062446,3.095108296773103e-05,0.00030835866652515083,5.375831474013215e-05,5.375831474013215e-05
243,tBodyGyroMag,min(),,tBodyGyroMag-min(),0.00028649101200077103,0.0,0.0006202720542599736,0.00028998069915365794,3.017016370057768e-05,6.774567651760905e-05,0.00036529371003609485,0.00036529371003609485
244,tBodyGyroMag,sma(),,tBodyGyroMag-sma(),0.0002594296857848275,0.0,0.004049043696333944,0.0009149029308564282,0.0,0.0007524578073706574,0.0007022939263520132,0.0007022939263520132
245,tBodyGyroMag,energy(),,tBodyGyroMag-energy(),0.00023303419595177818,0.0,0.0002973922435819727,0.00017303254244226726,0.00011999608597925301,0.00023540379484080767,0.002831871925028758,0.002831871925028758
246,tBodyGyroMag,iqr(),,tBodyGyroMag-iqr(),0.00012233540606331595,0.0,0.0002506001128239896,0.00046235497430051104,0.0,0.00031490571223953225,5.4413250542266515e-05,5.4413250542266515e-05
247,tBodyGyroMag,entropy(),,tBodyGyroMag-entropy(),0.00035525053604417155,0.0,0.00019341053260708954,0.000702076599379325,3.797359808886521e-05,0.00042096606274670914,0.0004157937323686762,0.0004157937323686762
248,tBodyGyroMag,arCoeff()1,,tBodyGyroMag-arCoeff()1,0.00014211422813325723,0.0,0.000423006107349983,0.00035911463996518995,1.4451219672758517e-05,6.663117059929391e-05,0.0014781566064247925,0.0014781566064247925
249,tBodyGyroMag,arCoeff()2,,tBodyGyroMag-arCoeff()2,0.00020189627409995608,0.0,0.00042649629562673154,0.000456597648217511,3.0834708772418594e-05,0.0003560500088099052,0.0008121007537758161,0.0008121007537758161
250,tBodyGyroMag,arCoeff()3,,tBodyGyroMag-arCoeff()3,0.00031042694014104275,0.0,0.00030085704452094446,0.00025259459787071894,0.0,6.208938201459396e-05,0.00034334275606245977,0.00034334275606245977
